company,jk,posting_date,job_description,job_type,job_title,job_location,salary,state,zip_code,scrape_time,url
One Stop,jk=80bb7df8805380b5,"If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.","Established Health Group needs a reliable, experienced Medical Assistant to help our team! Are you looking to make easy money while expanding your experience and skills? Apply Today!Offering: Generous Pay to compensate you, $18-$23/hrLow Stress PositionFull time hoursShort term and long term assignments are availableGreat team environmentResponsibilities: Administer Covid testingMaintain accurate patient recordsInput patient records correctlyCollaborate with patients and staffQualifications: Available for immediate startReliable and dependableTech SavvyPrevious Experience administering swab testsRef #TBDJob Type: Full-timePay: $18.00 - $23.00 per hourSchedule:8 hour shiftDay shiftMonday to FridayWeekend availabilityExperience:Medical Assistant: 1 year (Required)Work Location: One location",Job Type,Medical Assistant,,$18 - $23 an hour,,,0:00:11.092473,https://www.indeed.com/viewjob?jk=80bb7df8805380b5
Northeast Community Clinics,jk=4dd2a72e48b0fe1a,30+ days ago,"Northeast Community Clinic (NECC), a major Federally Qualified Health Center (FQHC) with multi-specialty outpatient clinics located throughout Los Angeles County is seeking dedicated and mission-oriented Registration Clerks in the following locations:

NECC – DTLA: 1414 S. Grand Avenue, Suite 380, Los Angeles, CA 90015
NECC Highland Park: 5420 N. Figueroa Street, Los Angeles, CA 90042
Community Medical Alliance: 4129 E. Gage Avenue, Bell, CA 90201
Gage Health Center: 2975 Zoe Avenue, Huntington Park, CA 90255
Huntington Park Community Health Center: 2822 E. Florence Avenue, Huntington Park, CA 90255
NECC Hawthorne: 4455 W. 117th Street, Suite 300, Hawthorne, CA 90250
Harbor City Health Center: 1403 W. Lomita Boulevard, Suite 100, Harbor City, CA 90710
NECC – South Bay Health Center: 1403 W. Lomita Boulevard, Suite 103, Harbor City, CA 90710
Wilmington Family Health Center: 200 E. Anaheim Street, Wilmington, CA 90744

Position Summary

The Registration Clerk greets patients and visitors in the front office, in addition to receiving all incoming telephone calls for all departments. This position will be responsible for being the first point of contact at Northeast Community Clinic sites. Also responsible for scheduling appointments, maintaining records and all other documents and filing, as necessary.

If you are interested in learning more about NECC, we would love the opportunity to discuss the following information so that you may determine if this is a good fit for your chosen career path.

Hours of operation
COVID-19 procedures
Services
Compensation
Benefits

Join the NECC Team!

We hope you will join our medical professional team who are interested in a professional career serving our patients with dignity, professionalism, and high quality of care. We want you to be part of the NECC legacy of transforming communities one patient at a time.

If you feel this opportunity is aligned with your career goals and you would like to further discuss our organization and our mission, please feel free to contact our Professional Recruiter at 626-457-6913 or by email at ProfessionalRecruiter@necc.net. We look forward to hearing from you soon.",,Registration Clerk,",CA,90015",,",CA,90015",90015,0:00:12.255538,https://www.indeed.com/viewjob?jk=4dd2a72e48b0fe1a
,jk=dfb8fc75b123c3a4,30+ days ago,"Do you love watching sports? Do you enjoy attending basketball games? Put on your cape and come join Scouting Heroes, the fastest growing Scouting Community Network in the country! Looking for quick learners, with a high attention to detail who are available to work NBA games for the 2021 - 2022 season. There is also the possibility of also doing college basketball.

JOB PURPOSE:
Attend professional basketball games in your current region and surrounding areas of up to a 1-travel distance. Record and collect in-time real data on our Data Collection Tool and work closely with the game-day support team to ensure data is being recorded quickly and accurately. We are fueling the next generation of fan engagement.
KEY RESPONSIBILITIES
Have knowledge of the players on the teams.
Attending professional basketball games in the Los Angeles area.
Be present. You are passionate about taking ownership and accountable for the data that you are collecting.
Be reliable. We have a zero-tolerance policy when it comes to “no-shows”.
Be organized. Organization and training are critical to prepare for fast-paced, high intensity situations. You are constantly wanting to improve and understand the importance of training.
Be honest. Integrity is critical to the overall collection of sports data.
Detail Oriented. Must be one who has a strong attention to detail and strives for perfection.
Have fun. We are a fast paced, small team that prides itself on continually improving. We generally are looking for people that thrive in fast-paced, competitive and high stress situations.
Provide feedback. Work closely with our Quality Control Team and Scout Manager to provide general feedback on the Data Collection Tool

REQUIREMENTS
Strong knowledge of professional basketball (college is a plus), with an emphasis on knowing players.
Fluent English in speaking and writing
Regular availability on weekends, weekday evenings, and holiday's.
Strong team player that has the ability to adapt and problem solve in real-time
Access to a computer with Zoom for regularly planned meetings and training tools.
Strong comfort level with mobile devices

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, sexual orientation, age, disability, gender identity, marital or veteran status, or any other protected class.",,Basketball Data Scout - Los Angeles Area,,,,,0:00:12.346346,https://www.indeed.com/viewjob?jk=dfb8fc75b123c3a4
,jk=d6190c84eafdd77b,"If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.",Looking for order pickers and packersVery responsible worker'sJob Type: Full-timeSchedule:8 hour shiftMonday to FridayWork Location:One locationWork Remotely:NoWork Location: One location,Full-time,Order Picker,",CA,90014",,",CA,90014",90014,0:00:12.397645,https://www.indeed.com/viewjob?jk=d6190c84eafdd77b
,jk=98989abe700dd6ee,26 days ago,"The Official Scorer makes and announces all game decisions involving judgment calls based on Rule 9 of the Official Baseball Rules, clarifying scoring rules interpretation to club and media personnel when necessary. Approves the official game report transmitted to MLB's Official Statistician (Elias Sports Bureau) post-game.

We encourage you to apply for your local team's opening, even if there is not an immediate need, as our staffing requirements may change throughout the year.

ESSENTIAL FUNCTIONS:

Arrive at the ballpark no later than 60 minutes prior to the scheduled start time.
Collect rosters and other applicable information, test press box microphone and be set up before first pitch.
Keep a detailed scorecard of the game, focusing on every pitch and play.
Make announcements as expected of the Official Scorer (i.e. time of first pitch, individual pitching lines, Official Review times, fielding credits, winning and losing pitchers, etc.). For plays requiring judgment calls, first inform the MLB Stringer, then announce via mic to press box personnel.
Coordinate approval of the official post-game report with the MLB Stringer prior to its transmission to the MLB statistician.

QUALIFICATIONS AND SKILLS:

Exceptional (and demonstrable) knowledge of the Official Baseball Rules, and especially Section 9 of OBR.
Effectively utilize approved online tools designed to enhance performance and communication with essential game personnel.
Ability to clearly communicate information via press box mic, and to effectively clarify Official Scoring Rules and scoring decisions, when necessary, to club officials and others.
Demonstrate good judgment on applicable plays requiring decisions.
Attention to detail in keeping a scorecard and tracking game totals for each player and team.
Demeanor to accept constructive criticism and instruction, and patience to deal with critique of performance from various parties (i.e. clubs, players, media).
Collaborative spirit with colleagues at MLB, other Official Scorers, team officials and others.
At many games, the Official Scorer may be the most visible representative of MLB and needs to conduct him or herself with appropriate dignity.
Previous Official Scoring experience in professional or amateur baseball is strongly preferred but not required


All in-office and ballpark-based positions are subject to MLB's mandatory Covid-19 vaccine policy
All in-office and ballpark-based positions are subject to MLB's mandatory Covid-19 vaccine policy.",Seasonal,2022 MLB Official Scorer (Seasonal),,,,,0:00:12.435645,https://www.indeed.com/viewjob?jk=98989abe700dd6ee
Adventist Health White Memorial,jk=f16ad73c05af4a99,12 days ago,"Adventist Health is more than an award-winning health system. We provide whole-person care to our communities and champion the greater good - from the operating room to the boardroom, we are driven by our unique passion to live God's love through health, wholeness and hope. From Oregon to Oahu, we have a calling to always do more. Now is your chance to apply your passion to our mission.
We're looking for someone to join our team as an Unit Associate who:
Greets and directs visitors. Prepares and maintains medical records. Responds to patient requests for assistance. Provides information to patients, families, and physicians. Provides other clerical support to nursing team as required.
Essential Functions:
Processes orders and assists unit visitors and callers. Ascertains flow of patients admission/transfers. Assists in scheduling patient procedures and assembling patient charts.
Performs data collection and maintains data on an ongoing basis. Assists in scheduling patient procedures. Assembles charts.
Participates in regulatory environmental compliance duties, clearing hallways and calling for equipment/pick-up as needed.
Performs other job-related duties as assigned.
You'll be successful with the following qualifications:
Education:
High School Education/GED or equivalent: Preferred
Associate's/Technical Degree or equivalent combination of education/related experience: Preferred
Work Experience:
One year's relevant experience: Preferred
Hospital or medical office experience: Preferred
Required Licenses/Certifications:
Basic Life Support (BLS) Health Care Provider certification: Preferred
Adventist Health is committed to the safety and wellbeing of our associates and patients. Therefore, we require that all associates receive all required vaccinations, including, but not limited to, measles, mumps, flu (based on the seasonal availability of the flu vaccine typically during October-March each year), COVID-19 vaccine (required in CA, HI and OR) etc., as a condition of employment, and annually thereafter. Medical and religious exemptions may apply.",Full-time,"Unit Associate, Full-Time, Night Shift - Emergency Department",,,,,0:00:12.451648,https://www.indeed.com/viewjob?jk=f16ad73c05af4a99
Regal,jk=10c4900a848ece9d,30+ days ago,"Summary: Floor Staff team members are classified based on individual theatre needs, and/or employee availability, as either variable hour, part-time fixed, part-time regular or full-time hourly employees whose primary responsibility is ensuring our guests receive exceptional service. Floor Staff may be scheduled to work in the Box Office, Concession Stand, or as an Usher. Floor Staff employees must act as a representative of Regal in a way that is consistent with our mission statement and policies; including

Regular and consistent attendance

Handling of emergency situations when called upon to do so

General cleaning duties; and

Compliance with our company dress code.

Essential Duties and Responsibilities for each position include, but are not limited to, the following:

Box Office

Operating POS system, including the proper handling of and responsibility for accuracy of cash drawer, credit cards, travelers’ checks, gift cards and redeemed discount tickets, passes and coupons

Up selling/suggestive selling of Premium Viewing Experience (3D, RPX, IMAX).

Promoting the Regal Crown Club program

Ensuring tickets are sold in accordance with the MPAA rating system and company policy

Responding to phone calls and questions from guests in a manner that is consistent with our guest service philosophy

Concession

Operating POS system, including the proper handling of and responsibility for accuracy of cash drawer, credit cards, travelers’ checks, gift cards and redeemed coupons as well as concession stock inventory.

Promoting the Regal Crown Club program

Operating, preparing and cleaning of all concession related equipment

Up selling/Suggestive selling

Complying with all local, state and federal food safety laws.

Abide by all federal and state laws with regards to breaks and/or meal periods.

Ensure required alcohol certification and training are current where applicable.

If the theatre sells alcohol and your assigned duties will include the selling/serving of alcohol, you must be of legal age to sell or serve alcohol according to state or local laws.

Required to read and understand training materials that will cover subjects such as sexual harassment and discrimination.

Usher

Tearing tickets, collecting and depositing appropriate stub, and directing patrons to their auditoriums.

Inspecting backpacks and packages when applicable.

Managing crowd control and assisting guests in finding seats in auditoriums when necessary

Enforcement of MPAA rating system

Conducting in theatre inspections to monitor picture and sound quality, watch for film and content theft, and help maintain a safe quality environment within the auditoriums

Reporting to the management any problems, discrepancies or unusual situations that arise at the theatre.

Perform in-auditorium concession auxiliary sales as directed by management

Cleaning auditoriums at the end of scheduled shows and maintaining clean restrooms, lobby area, hallways and other areas outside of the auditorium

Monitoring the cleanliness and operation of theatre vending equipment

Assisting with all opening and closing duties as assigned by management

Qualifications:
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Education/Experience:
Completion of cast certification program as a cast member and as box office cashier or progress towards completion required.

If the theatre sells alcohol and your assigned duties will include the selling/serving of alcohol, it is your responsibility to complete any legally required state or local training and obtain the required certificate. In addition, you must complete the Regal Responsible Beverage Server training on Regal Online University.

Language Ability:
Possess good public speaking, listen effectively and respond clearly and directly.

Math Ability:
Perform calculations with speed and accuracy and identify and correct errors.

Reasoning Ability:
Identify problems, gather relevant data and note possible causes of problems. Evaluate relevant information, recognize alternatives and reach conclusions based on evidence. Take action beyond what is necessarily called for. Perform under pressure and/or opposition.

Personal Skills:
Possess excellent communication skills with customers, co-workers and management. Establish goals, budget time, and set priorities to achieve desired objectives.

Physical Demands:
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

While performing the duties of this job the employee is frequently required to stand; walk; sit; use hands to finger, handle, or feel; reach with hands and arms and talk or hear. The employee is occasionally required to climb or balance and stoop, kneel, crouch, or crawl. The employee may occasionally be required to lift up to 60 pounds. The vision requirements include: close vision, distance vision, peripheral vision, depth perception and ability to adjust focus.",Part-time,"Floor Staff, Starting at $16.50",",CA,90015",,",CA,90015",90015,0:00:12.466643,https://www.indeed.com/viewjob?jk=10c4900a848ece9d
TikTok,jk=f9ef525755232873,19 days ago,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

As a member of the Legal Policy Operations (LPO), you will be integral in ensuring that TikTok is a safe and trustworthy place for our community. LPO is responsible for balancing corporate compliance responsibilities with the appropriate operational safeguards to protect our users’ intellectual property, privacy, and wellbeing rights. Within and across each vertical, we work together to develop efficient workflows that mitigate legal risk. We are here to strike a scalable balance between what the law requires and what is operationally feasible to protect our users. We are here to help all our Safety organization and wider company colleagues ensure that we are sustaining an equitable platform that inspires creativity across all markets. Our team is a group of specialists covering Privacy, Intellectual Property &amp; Identity, Law Enforcement Response, and Legal Investigations.

On the Emergency Response Team, you will be a part of the larger Law Enforcement Response Team (LERT). You will be responsible for analyzing and addressing emergency requests (EDRs) and emergency escalations involving the disclosure of user data. These requests involve life and death situations and require good judgment, thorough documentation, and thoughtful decision-making. This highly motivating and impactful work gives you the opportunity to work with global cross-functional colleagues to frame our legal policies and operational procedures for TIkTok.

This position will be full-time and will be based in our Los Angeles, CA location.

Responsibilities:

Demonstrate operational excellence on a team that evaluates risk, threats, and user privacy in the world centered around time-critical emergency escalations.
Review and assess inbound emergency escalations from Law Enforcement and other teams.
Review and respond to a range of legal process and preservation requests for user data from US and foreign law enforcement agencies.
Execute instant decision- making while analyzing a variety of factors that include imminence of danger, sensitivities, and graphic content.
Coordinate with internal and external partners including law enforcement in an attempt to ensure user safety.
Be aware of and willing to operate in a work environment with sensitive content that includes child exploitation, graphic violence, self-injury and suicide, and other content which may be considered offensive or disturbing.
Be responsible for handling sensitive information in a manner complying with our Terms of Service, applicable laws and regulations, and internal SOPs while protecting user privacy.
Create and articulate written and/or verbal responses to questions from law enforcement, government agencies, and internal teams regarding Emergency Response policy and process.
Draft internal documentation, workflows and procedures concerning safety and data disclosure.
Availability to work weekend days for emergency on-call rotations.

Qualifications:

Bachelors degree or equivalent experience
2 to 3+ years of relevant experience in law enforcement, trust and safety, investigative or analytical roles
Knowledge of legal documents (e.g.,civil and criminal subpoenas, court orders and search warrants).
Strong attention to detail, highly self-driven and results oriented.
Proven ability to analyze information to assess threat and risk
Proven ability to make important decisions independently and multi-task under pressure, responding quickly to changing situations in complex environments without compromising quality
Excellent verbal and written communication skills should be able to adapt communication style to suit different stakeholders like cross-functional teams and law enforcement
Experience with social media, analytical tools, and online research
Address sensitive content issues, including but not limited to graphic images, videos and writings, offensive or derogatory language, child safety, and other potentially objectionable material.

Preferred Requirements:

Experience with Crisis Management, Government Agencies or Law Enforcement
Relevant Law Enforcement Response Team experience- especially global markets.
Fluent in foreign language: Arabic, Spanish, French

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and enrich life. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.",Full-time,Emergency Response Specialist,,,,,0:00:12.654315,https://www.indeed.com/viewjob?jk=f9ef525755232873
ABM Industries,jk=e8f5ac6fedb71111,Today,"ABM, a leading provider of integrated facility solutions, is looking for Event Team Members.

We invite you to join us in accomplishing our mission “To make a difference, every person every day” by delivering superior service to our clients.
The desired team members will be motivated, have a positive attitude, and will be comfortable working with a team in a fast paced environment.
Responsibilities will include greeting clients and patrons, cleaning suites, food court areas, walkways, restrooms, and waste receptacles at sport and concert events.
Event Team Members are an asset to team and help make a real impact to our clients and the community.

ABM is an EOE/AA (M/F/Vet/Disability/Gender Identity/Sexual Orientation)

Category: Stadium",Part-time,EVENT CLEANER,",CA,90015",,",CA,90015",90015,0:00:12.682284,https://www.indeed.com/viewjob?jk=e8f5ac6fedb71111
,jk=4b180a9c4079ebb1,"If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.","EAI Water (www.eaiwater.com) is the premier, privately-owned Southern California water management company. EAI provides clients with a full-range of water management solutions for steam generation, cooling, closed loop, high-purity, wastewater and potable water systems.We provide industry leading on-site services and consultation that provide our clients an avenue to meet all their water management needs. EAI’s primary industries are primarily Healthcare, Pharmaceutical, Higher Education, Data Centers, Office Buildings, Government, and Manufacturing.EAI’s culture is what makes us exceptional. We value behaviors and character above all else. The ""right fit"" for EAI will exhibit all the following: Exceptional Emotional Intelligence (self-management, self-awareness, relationship-builder, relational-awareness)High Competitive DriveStrong Work EthicLow Self-Orientation (servant-leader mentality)High IntegrityTakes initiative and ownershipPassion for mechanical and chemical subject matterThe Role:  As an entry-level Service Technician you will be managing a customer base in the LA/Orange County area. Your time will be spent implementing our service contract scope at a range of clients in the commercial building market segment.Responsibilities: Conducting on-site water analysis and providing written and oral summary/recommendations.Conducting basic plumbing, wiring, maintenance and project management on water management-related projects.Upgrading chemicals/equipment as needed to meet client objectives and pursue best practices.Working with EAI leadership team to manage and grow client base.Developing themselves into positions of greater complexity and compensation within our organization.Preferred skill sets are: High school diploma or GED required, Bachelor’s degree preferredExcellent oral and written communication skillsComputer/Tablet savvy (word, excel, power point, internet, email)Strong math and chemistry aptitudeStrong mechanical aptitudePlumbing (primarily PVC), wiring (to enable our controllers and equipment) and maintenance (moving drums, cleaning equipment, troubleshooting mechanical issues)Water management experience is not a requirement, but is preferredCompensation: Target is 90% of compensation based on salary, 10% of compensation based on commissionCompetitive salary with opportunity for sales commission and regional growth MBOsMonthly vehicle allowanceHealthcare, 401K and profit sharing benefits1307 W. 6th Street, Suite 203 Corona, CA 92882-3173 Phone: 951.272.8200 Fax: 951.272.8249 Job Types: Full-time, Part-timePay: $60,000.00 - $75,000.00 per yearBenefits:401(k)401(k) matchingHealth insurancePaid time offProfessional development assistanceSchedule:Monday to FridaySupplemental Pay:Bonus payCommission payEducation:High school or equivalent (Preferred)Experience:Mechanical knowledge: 2 years (Preferred)Willingness to travel:25% (Preferred)Work Location:Multiple locationsWork Remotely:YesWork Location: Multiple Locations",Job Type,Entry Level Technician,,"$60,000 - $75,000 a year",,,0:00:12.984559,https://www.indeed.com/viewjob?jk=4b180a9c4079ebb1
US ARMY,jk=d5f693e544363b56,"If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.","Please read the entire post before applying. You will enlist as a Soldier into the US Army. As a Human Resources Specialist (Office Clerk), you’ll play a crucial role assisting your fellow Soldiers progress in their Army careers, providing promotion and future training information. You’ll ensure the necessary support is also provided to commanders across all branches. You’ll be trained in document preparation, drafting requests, and overseeing official documentation, such as ID cards and tags. You’ll also learn computer programs that keep personnel data up to date. The army is going to train you to do this job from zero. The ideal candidate is a person willing to learn new skills. NO EXPERIENCE NECESSARY. All positions are entry-level jobs. The US Army has over 150 different jobs, one is waiting for you. You may qualify for plenty other jobs too.Full time (Active-Duty) Benefits30 days paid vacation annually.Complete healthcare coverage for you and immediate family provided without cost to you.Education benefits (post 9/11) 100% entitlement worth $75,486.46 at 36 moths. Service Tuition/Fees paid directly to school. Monthly Housing Allowance, up to $3,354 Los Angeles CA area. Annual stipend up to $1000.00 for books and supplies (both paid to you directly).Tuition Assistance paid by the US Army directly to school. $250 per credit / $4000 per year $16,000, over 4 years of college.Montgomery GI Bill up to $ 75,486.46 (Tax-free!). Contributory- you pay $1200 ($100/ month your first year) monthly payments max of $ 2097.00 to you (based on being a part time or full-time student).Obtain industry-standard recognized certifications.Travel opportunities around the world for you and your immediate family. (You will not live in Los Angeles, CA area)Complete free dental for you and your immediate family.Free housing, all utilities included.Free education benefits for you and your immediate family.Learn a trade for free starting with zero experience.Fast-track retirement after 20 years of service.Federal Savings Plan (TSP) retirement option (401K).The best wages (salary) in the federal government.Life insurance for you and your dependents with a maximum amount of $400,000.VA home loan with zero down payment and no limit on loan amount.If you are permanent resident (green card), you can become US citizen at no cost in 6 months.The salary increase depends on your rank and your years of service.Many more benefits.Part time (Army Reserve) BenefitsStay in the Los Angeles CA area.The ability to stay close to home, go to college, work in your civilian job and report to drill (1) weekend per month and 2 weeks in summer on an annual basis for a total of only 36 days a year. Easy transferability to any unit around the country, if you decide to leave Los Angeles CA area.Discounted healthcare for you and your immediate family.Discounted dental for you and your immediate family.Many educations benefit you and your immediate family.Allows you to be a full-time student/employee and receive additional benefits from your weekend serviceEducation benefits post 9/11 worth over $72,000 over 36 months.Tuition assistant (TA) 16 semester hours $ 4,000.00 year.“Kicker” program. Under this benefit, Soldiers receive $368 per month for 36 months for a total of $13,248 to put toward school.Obtain Industry standard recognized certifications.Learn a trade for free starting with zero experience.Federal saving plan (TSP).The best wages (salary) in the federal careers.Life insurance for you and your dependents with a maximum amount of $400,000.VA home loan with no limit on loan amount and zero down payment.If you are permanent resident (green card), you can become US citizen free 12 months after training.Many more benefits.Full Paid Training plus benefits10 weeks of Basic Training.9 weeks of Technical School with on-the-job instructionsMinimum requirementsBe between 17-34 years old. (Exceptions may apply, case by case until 38 years old only. You will need an age waiver you must get 50 or higher on the ASVAB.)No felonies.Be in good health accord with federal regulations.Currently attending High School as a senior, High school graduate, GED, equivalent in your country of origin or higher education.Be a US citizen. Note:  If you are a permanent resident, you will not qualify for some jobs that require security clearance.You must meet physical standards based on gender and age, height and weight or BMI in accord with federal regulations.No tattoos in neck face or hands. (Exceptions may apply, considered on case-by-case)Have US state driving license. (Optional)All of these minimum requirements are federal regulations. I have no control over them.Those who want to apply must first take the Armed Services Vocational Aptitude Battery (ASVAB), a test that helps to better understand your strengths and identify which Army jobs are best for you.The US Army has over 150 different jobs. One of those jobs is waiting for you.Please contact me atIf you have any questions, feel free to send them. Do not wait for tomorrow.For quicker hiring, process. Please text me at (818) 298-5850.Follow me on IG: armyrecruiter_sfcmatNote: Make sure to text me to schedule an appointment. Sincerely,Sergeant First Class MatUS Army Career Counselor/RecruiterWork Location:Multiple locationsWork RemotelyNoJob Types: Full-time, Part-timePay: $2,010.00 - $5,175.00 per monthBenefits:401(k)401(k) matchingDental insuranceEmployee assistance programEmployee discountFlexible scheduleFlexible spending accountHealth insuranceHealth savings accountLife insurancePaid time offParental leaveProfessional development assistanceReferral programRelocation assistanceRetirement planTuition reimbursementVision insuranceSchedule:8 hour shiftDay shiftMonday to FridaySupplemental Pay:Signing bonusApplication Question(s):Please read entire post , this position requires an enlistment into either the Army Reserves(Part Time) or Regular Army(Full Time). It is a federal position and has an age requirement of 17-34, what is your age?Education:High school or equivalent (Preferred)Work Location: Multiple Locations",Job Type,Office Clerk (will train),,"$2,010 - $5,175 a month",,,0:00:13.044550,https://www.indeed.com/viewjob?jk=d5f693e544363b56
International Rescue Committee,jk=6c1ac233a18f0c1f,27 days ago,"Requisition ID: req22400
Job Title: CASEWORK ASSISTANT
Sector: Administrative/General Office
Employment Category: Fixed Term
Employment Type: Full-Time
Open to Expatriates: Not Applicable
Location: Los Angeles, CA USA
Job Description
Job Overview: The Case Aide provides trauma-informed services to refugees and other qualified immigrants to support a positive resettlement experience and the achievement of client self-sufficiency. The Case Aide carries out activities to meet individual client needs and preferences utilizing a broad range of financial, medical, social, vocational, and other services and resources in accordance with client eligibility and program requirements.
Major Responsibilities:
Responsibilities include, but are not limited to:

Carry out timely pre- and post-arrival tasks to ensure each client has living essentials such as housing, food, medical care, and access to transportation, and is oriented to their new environment.
Support efforts to link clients with appropriate educational, health, and social services. Assist clients to attain their established goals, address challenges, and utilize available resources.
Detail client interactions in accordance with program requirements. Input client information in database(s) and assist with tracking and reporting as needed.
Collaborate effectively with coworkers and partner organizations. Build and maintain relationships with area service providers for the benefit of clients.
Use personal, insured vehicle and/or public transportation (where available) to travel and transport clients and materials as needed throughout the service delivery area.
May provide interpretation services.
Other duties as assigned.
Qualifications
Education: High school diploma strongly preferred; Bachelor’s degree in social work or related field of study preferred.
Work Experience:
Minimum of 1 year of relevant experience strongly preferred.
Experience working with refugee and/or immigrant populations preferred.
Demonstrated Skills &amp; Competencies:
Strong relationship building, diplomacy, and networking skills; ability to effectively build internal and external relationships.
Demonstrated success working and communicating effectively in a multi-cultural environment.
Self-starter with excellent problem-solving skills combined with the proven ability to multi-task, prioritize duties, and manage time effectively.
Attention to detail and accuracy in work product.
Fluent in English, both spoken and written; proficiency in language(s) spoken by client group is desired.
Proficient in Microsoft Office applications (Word, Excel, Outlook); ability to use the internet and other digital tools for data entry, research and problem-solving purposes.
Valid driver’s license and access to a personal, insured vehicle.",Full-time,CASEWORK ASSISTANT,,,,,0:00:13.061542,https://www.indeed.com/viewjob?jk=6c1ac233a18f0c1f
Dose of Roses,jk=01d5b5e627b203bd,"If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.","Dose of Roses, Inc. is a Los Angeles, CA, based company specialized in roses &amp; luxury gifts. We are currently seeking a few Florist Associate, reporting directly to our Floral Manager, to join our fast-paced, growing, dynamic work environment.The ideal candidate will work directly under the Floral Manager to accomplish unique floral related tasks for efficient and accurate order fulfillment.ESSENTIAL DUTIES AND RESPONSIBILITIES:Efficiently and creatively arrange beautifully shaped rose arrangements in a variety of colors and customizations on demandPlans according to large order volume and fast-paced orders fulfillmentKnowledge and ability to select floral and related materials necessary for arrangements based on a variety of arrangement stylesMust have an eye for detail for variation is rose head size and shade of color for consistency from one arrangement to anotherClean/trim flowers/material and assemble arrangementsHelps maintain the cleanliness and orderliness of the design room areaPacking and shipping of floral arrangementsAbility to work overtime (as needed)Performing any task that may be needed to help keep the floral department running smoothlyTrack inventory of supplies needed to build arrangements for re-orders to prevent running outBe passionate about Dose of Roses products and servicesQUALIFICATIONSThe minimum requirements for this position include the following:High school graduate or equivalent.Bilingual in English/Spanish is a mustExcellent problem-solving skills; strong attention to detail; good follow up skills; and ability to work with different types of people.Strong written and verbal communication skills.Creativity, a flair for arranging flowers, and a desire to learn.Must have a valid current driver’s license.COVID-19 Precaution(s):Personal protective equipment provided or requiredTemperature screeningsSocial distancing guidelines in placeSanitizing, disinfecting, or cleaning procedures in placeEmployment Length:1 - 2 monthsThis Job Is:Open to applicants who do not have a high school diploma/GEDA good fit for applicants with gaps in their resume, or who have been out of the workforce for the past 6 months or moreA good job for someone just entering the workforce or returning to the workforce with limited experience and educationA job for which all ages, including older job seekers, are encouraged to applyOpen to applicants who do not have a college diplomaWork RemotelyNoThis Job Is Ideal for Someone Who Is:Dependable -- more reliable than spontaneousAdaptable/flexible -- enjoys doing work that requires frequent shifts in directionDetail-oriented -- would rather focus on the details of work than the bigger pictureAchievement-oriented -- enjoys taking on challenges, even if they might failAutonomous/Independent -- enjoys working with little directionHigh stress tolerance -- thrives in a high-pressure environmentJob Types: Full-time, TemporaryPay: $15.00 per hourJob Types: Full-time, Part-time, TemporaryPay: $15.00 per hourSchedule:8 hour shiftDay shiftMonday to FridayWeekend availabilityCOVID-19 considerations:Due to covid-19 we have guidelines in place: Enforce face covering and hand washing for all employees. Masks, gloves, and hand sanitizer provided by the employer for everyone.Application Question(s):Which shift are you available for? SHIFT1: Mon-Fri 6:00am-2:30pm -or- SHIFT2: Wed-Fri 2:30pm-6:30pm (potential extra hours) &amp; Sat-Sun 7:00am-3:30pmWork Location: One location",Job Type,Floral Assembly,,$15 an hour,,,0:00:13.080527,https://www.indeed.com/viewjob?jk=01d5b5e627b203bd
