company,jk,posting_date,job_description,job_type,job_title,job_location,salary,state,zip_code,scrape_time,url
,jk=ceb6a37287a4e6d7,1 day ago,"As part of our restaurant team, Busser/Runner staff are in communication with both the front of house and back of house, assisting Servers and the Kitchen while performing the below duties and responsibilities.
Essential Duties and Responsibilities:
Deliver food orders from the kitchen to customers’ tables rapidly and accurately.
Act as the contact point between Front of the House and Back of the House staff.
Communicate food orders to chefs, paying attention to priorities and special requests (e.g. food allergies).
Assist the wait staff with table setting by fetching and placing appropriate tableware, eating utensils and napkins.
Prepares and maintains dining room for patrons by cleaning tables, stocking condiments.
Protects establishment and patrons by adhering to sanitation and safety policies.
Always on alert to patron spills or other special needs.
Supports wait and kitchen staff by delivering/restocking needed items.
Closes dining facility by cleaning chairs and tables; sweeping and/or vacuuming floors; removing trash and recyclables from the facility.
Communicates with guests on a friendly professional level.
Requirements:
A desire to help out where needed and work well as part of a team.
Passion for providing extraordinary service. Assure the plate is dressed and garnished correctly, free from smudges or spills before guest presentation.
The ability to thrive in a fast-paced kitchen.
A passion for cooking with a keen eye for freshness, quality and cleanliness.
An appetite for learning (and great food).
Professional appearance, positive attitude.
Dependable, reliable means of transportation.
Reliable and flexible work schedule: days, nights, weekends, holidays.
Strong focus on detailed cleanliness.
Able to take direction, multi-tasking, organizational skills.
Ability to lift up to 40lbs.
Join us in the Busser/Runner Position – Apply Today!",,barbounia,",NY,10003",,",NY,10003",10003,0:00:10.493733,https://www.indeed.com/viewjob?jk=ceb6a37287a4e6d7
,jk=bb5bbf67094184bb,"If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.","Data Analyst ( Oracle SCM Cloud )100%. Remote role Hiring Data Analyst (Oracle SCM Cloud) on w2 Fully Remote Must have exp. in Oracle SCM Cloud, Fulfillment Management – Order Fulfillment, Inventory, Shipping, Receiving and ManufacturingImmediate closure *Job Description: Helps Clients understand Fulfillment related business processes and transform their business using Oracle SCM Cloud. Helps capture and distill Order Fulfillment, Inventory, Shipping, Receiving and Manufacturing related requirements, evaluate options for design using prototypes. Setup, Document and Test the Oracle System. Review Technical aspects of the solution designs for Interfaces, Reports and Data Conversions. Assists the developers by reviewing designs, code and performing functional unit testing. The resource should have good overall SCM functional knowledge and experience (inventory, shipping, receiving, manufacturing), especially with table structures and API’s for interfaces.Consultant should fulfill the following requirements:Minimum 2 years of Oracle Cloud Experience with 2-3 of the following modules with an emphasis on Fulfillment Management – Order Fulfillment, Inventory, Shipping, Receiving and ManufacturingMinimum of 1 full life-cycle implementation with Oracle SCM Cloud ImplementationsMinimum 2 years of Oracle Cloud Experience in a functional advisory or Consulting RoleOracle Cloud Certification PreferredContract length: 12 monthsJob Types: Full-time, ContractSalary: $40,617.00 - $103,930.00 per yearBenefits:401(k)Dental insuranceHealth insurancePaid time offSchedule:8 hour shiftSupplemental Pay:Bonus payCommission payApplication Question(s):What is your visa status/ work Authorization and can you work on w2?Experience:Oracle SCM Cloud: 4 years (Preferred)Inventory, Shipping, Receiving and Manufacturing: 5 years (Preferred)Work Remotely:Yes",Job Type,Data Analyst,,"$40,617 - $103,930 a year",,,0:00:10.777207,https://www.indeed.com/viewjob?jk=bb5bbf67094184bb
Tory Burch,jk=af880f4a367975c8,3 days ago,"JOB SUMMARY

JOB DESCRIPTION
JOB SUMMARY
Seeking a highly experienced Sample Room Director with strong leadership skills to oversee the RTW Pattern Room. The qualified candidate will serve as a liaison between the atelier (including Patternmakers, Sewers, Fabric Management, Cutters) and Head Designers ensuring timely and efficient processes and perfectly executed product and patterns.
RESPONSIBILITIES/ACCOUNTABILITY
Fully accountable that all samples meet quality specifications and deadlines for meetings, shows and Design deliverables
Partner on a daily basis with SC and Design teams to manage capacity and work flow
Ensure all products meet Tory Burch execution levels and all patterns to local and overseas suppliers are accurate and production-ready
Oversee and manage Sample Room support team throughout the cycle that begins with the creation of initial development and muslins the first Proto through fit samples and final commercial sample for hand off to factory for Pre-production approval
Responsible for all evolving sample needs and evaluating workload / staffing level of the Sample Makers and necessary support staff on a weekly, monthly annual basis
Coordinate with Pattern Makers, Technical Design and Product Development in order to ensure samples are ready for scheduled fittings with Designers and all Design needs for meetings as well as external, celebrity, Tory personal and PR events
Available for seasonal evening and weekend hours as needed and possible travel 2x / year for celebrity or VIP fittings
Manage Sample Room Process flow
Manage and effectively communicate with direct reports and across teams so there is clarity with regards to directives and daily scheduling and deadlines
Ensure teams are following established product specifications standards (finishing and construction)
EDUCATION &amp; PRIOR EXPERIENCE NEEDED
Minimum of 10 years progressive experience working in a luxury Sample Room leadership role
Pattern making experience
Experience with Optitex and Clo (or Gerber or Lectra as back up)
Expert knowledge of physical draping as well as pattern to production experience
Must be able to interpret design intent and create alternative solutions
Ability to work in a fast paced, high end Sample Room and in partnering with cross-functional teams to resolve problems with a demonstrated ability to problem solve, commercialize and execute
Dedicated team player with an understanding of managing both direct reports and communicating effectively across an organization
An understanding of workflow and accepting of iterative changes in daily scheduling based on priorities and business needs
Ability to manage under pressure with tight and shifting deadlines and an understanding of calendars and “drop dead” dates
Comfortable multi-tasking through overlapping seasonal deadlines at every point in development, fitting and commercialization
DESIRED ATTRIBUTES
Adaptable – Change before you have to
Changes course easily – Knows when to be patient and when to push – Works well in the gray – Shows grace under pressure – Owns mistakes and learns from them – Balances multiple priorities
Entrepreneurial Spirit – Own it
Takes initiative, doesn’t wait for direction – Builds for the future – Takes personal ownership and accountability – Is resourceful in getting things done
Collaborative – No “I” in Tory
Is self-aware and open-minded – Integrates the perspectives of others – Is direct but respectful – Communicates cross functionally – Knows when to get people involved and when to make a decision – Takes an inclusive approach
Client &amp; Brand Focus – Put yourself in Tory’s shoes
Passionate about the brand and the work – Creates a transformational client experience – Makes decisions in the best interest of the company and our customers – Focuses on internal and external customers
Live the Values – Being “Buddy”
Keeps the “Buddy Values” alive (Kindness, humility, warmth, honesty, loyalty, compassion, integrity, and passion) – It’s not just what you do, but how you do it – Contributes to a positive and productive environment
Functional Expertise – Know Your Stuff
Has the skills necessary to perform the job – Keeps current on trends, skills, and practices – Puts learning into practice
FOR PEOPLE MANAGERS: Team Builder – It’s all about “We”
Sets team goals and roles – Develops, motivates and empowers – Delivers constructive and encouraging feedback – Holds people accountable for results – Recognizes high performance
FOR PEOPLE MANAGERS: Change Leader – Change is the essence of life
Challenges the current point of view – Puts changes in context for the team – Executes changes that impact the business – Is proactive and positive – Listens to and keeps the team up to speed
E qual Employment Opportunity Statement
Tory Burch LLC is an Equal Employment Opportunity employer and provides equal opportunities to all employees and applicants without regard to an individual’s age, race, creed, color, religion, national origin, sex (including pregnancy) or sexual orientation, gender expression, military status, marital status, genetic predisposition or carrier status, disability or membership in any other protected class under applicable law. Likewise, we will consider qualified applicants with criminal histories for employment in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring, Ordinance No. 184652. Pursuant to the San Francisco Fair Chance Ordinance, we will consider qualified applicants with arrest and conviction records for employment.
Disability Accommodation
Tory Burch is committed to providing reasonable accommodations to applicants and employees with disabilities. Please tell us if you require a reasonable accommodation to apply for a job or to perform your job. Examples of reasonable accommodation include making a change to the application process or work procedures, providing documents in an alternate format, using a sign language interpreter, or using specialized equipment. If you require assistance or an accommodation with the hiring process, please contact talent@toryburch.com .",Full-time,"Director, Sample Room",,,,,0:00:10.839205,https://www.indeed.com/viewjob?jk=af880f4a367975c8
NYU Langone,jk=dc6307819ed64a95,2 days ago,"NYU Grossman School of Medicine is one of the nation's top-ranked medical schools. For 175 years, NYU Grossman School of Medicine has trained thousands of physicians and scientists who have helped to shape the course of medical history and enrich the lives of countless people. An integral part of NYU Langone Health, the Grossman School of Medicine at its core is committed to improving the human condition through medical education, scientific research, and direct patient care. For more information, go to med.nyu.edu, and interact with us on LinkedIn, Glassdoor, Indeed, Facebook, Twitter and Instagram.


Position Summary:
We have an exciting opportunity to join our team as a Associate Research Technician.


The successful candidate will join a laboratory developing and utilizing cutting-edge, high throughput genetic, functional genomic and computational technologies for dissection of complex genetic diseases, and expected to perform routine genetic analyses in this research laboratory on a number of human disease projects and working with mouse models of human disease. The position will be responsible for performing basic laboratory techniques, and a variety of experiments of routine nature, collaborating with lab members on different projects, contributing the organization of the lab and providing support for various aspects of experimental research. The position will work under general supervision


Job Responsibilities:

1 Lab Duties - Basic lab duties (i.e. prepare solutions and reagents, routine genetic analyses, etc.) under general supervision as well as more advanced duties under direct supervision. Assists with the ordering and tracking of laboratory supplies. Assist with data and reports. Assist in the maintenance and handling of mouse and fish colonies as needed. Performs routine technical tasks, and assists in the general maintenance of the lab, such as prepare stock reagents, maintain inventory of the labs supplies, general maintenance of lab equipment. General techniques in genetics and molecular biology (DNA and RNA extraction and analysis, genotyping, and sequencing), biochemistry and cell culture. Under supervision, will participate in standard lab experiments. Maintain careful laboratory notes on all experiments performed.
2 Assist in Developing Procedures - Assists in implementing new procedures and protocols to support experiments. Participates actively in developing, recommending and implementing new approved procedures, or modifications to existing protocols and procedures. Maintains and updates technical knowledge.
3 Communication/Relationship with Others - Cooperates, communicates and relates well to all levels of Medical Center. Listens carefully to others in order to respond appropriately, answer questions or obtain needed information. Communicates ideas, problems, suggestions, and messages in a timely and effective manner. Maintains the confidentiality of all research information.
4 Judgment/Decision-Making - Is able to recognize problems as they occur; and through the application of
appropriate policy/ procedure, determine and/or recommends the appropriate solution. Seeks guidance as
necessary for the performance of duties asks appropriate questions when in doubt and utilizes reference
sources/materials to endure accuracy. Advises appropriate personnel of situations/problems requiring intervention or follow-up attention.
5 Performs other duties as assigned.


Minimum Qualifications:
To qualify you must have a This is an entry level trainee position with no experience necessary and a Bachelors of Science Degree in Life Sciences or a related field is not required (but preferred). Experience in some areas of basic cellular immunology, molecular biology, tissue culture would be advantageous but is not required. Strong written and verbal communication skills are required.


Preferred Qualifications:
Bachelors of Science Degree in Life Sciences or a related field preferred.


Qualified candidates must be able to effectively communicate with all levels of the organization.

NYU Grossman School of Medicine provides its staff with far more than just a place to work. Rather, we are an institution you can be proud of, an institution where you'll feel good about devoting your time and your talents.

NYU Grossman School of Medicine is an equal opportunity and affirmative action employer committed to diversity and inclusion in all aspects of recruiting and employment. All qualified individuals are encouraged to apply and will receive consideration without regard to race, color, gender, gender identity or expression, sex, sexual orientation, transgender status, gender dysphoria, national origin, age, religion, disability, military and veteran status, marital or parental status, citizenship status, genetic information or any other factor which cannot lawfully be used as a basis for an employment decision. We require applications to be completed online.

If you wish to view NYU Grossman School of Medicine's EEO policies, please click here. Please click here to view the Federal ""EEO is the law"" poster or visit https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm for more information. To view the Pay Transparency Notice, please click here.
Required Skills

Required Experience",Full-time,Associate Research Technician,,,,,0:00:10.865205,https://www.indeed.com/viewjob?jk=dc6307819ed64a95
NYC Health + Hospitals,jk=2da1c918c43fc56a,3 days ago,"About NYC Health + Hospitals

Queens Hospital Center is making good on its promise to the people of southeastern and central Queens to maximize both patient convenience and positive clinical outcomes. Residents of Queens can count on the delivery of quality medical care right in their own borough. In 2002 the hospital opened a state-of-the-art, 261-bed facility that includes the Queens Cancer Center, the first comprehensive cancer treatment center in the borough.

Job Description

Assignment Level IV
Under general direction, with extensive latitude for independent judgment and decision making, supervises, directs, trains, assigns work to, establishes schedules for work completion, and reviews and evaluates work performance of personnel in a large laboratory or more than one small laboratory, performing tests and complex procedures in laboratory specialties and subspecialties; supervises and directs laboratory staff in a water pollution control laboratory in the performance of laboratory tests for fecal matter and microscopic algae; performs biochemical, plankton, zooplankton and other species of analyses. In addition to performing the typical tasks of lower Assignment Levels at a higher level, also performs the following:
1.Plans and conducts training sessions for laboratory personnel in various laboratorytechniques, and trains subordinates in new procedures and job skills, as needed;counsels subordinates on methods and techniques appropriate for use in complextechnical problems or unusual developments in their assignments, consulting authoritativeliterature, when necessary.
2.Oversees a program of quality control and reviews such program performed by subordinates;participates on an individual basis and as a laboratory supervisor in all governmentalproficiency test programs.
3.Prepares or oversees the preparation of laboratory samples for use in simulated and split-sample proficiency testing of clinical and other laboratories, and follows-up by physicalinspection of laboratory; submits written or electronic critique of test results.
4.May visit laboratories to ensure that laboratory policies and procedures are in compliance withCity, State, and federal regulations, or to investigate public complaints; devises appropriatecorrective action plans based on problematic findings.
5.Performs complex tests on specimens submitted to the laboratory, and records results onreport forms, record books, and/or electronic form, as appropriate and required; answerswritten or oral inquiries regarding areas of specialty from hospital or laboratory personnel andother inquirers; represents the health care system in court and provides expert testimony onpertinent laboratory findings; prepares technical and other reports on a daily, weekly ormonthly basis, as required.
6.Assists in the preparation of annual budget requests.
7.Interviews applicants for the laboratories, and provides appropriate liaison between laboratorystaff and those ultimately responsible for administrative policies.

Minimum Qualifications

Qualification Requirements)
For Appointment to Levels IV and V
1.In addition to being licensed as a clinical laboratory technologist by the NYSED, candidatesmust also meet one of the qualification requirements of a laboratory supervisor as outlined inTitle 10, Section 58-1.4 of the New York Public Health Law.

How To Apply

Please be advised that proof of Covid-19 vaccination is required prior to hire.
If you wish to apply for this position, please apply online at employment.nychhc.org.",Full-time,Clin Lab Technolgst 4-Bld Bank (Q) 00049087 PROVISIONAL,,,,,0:00:10.886206,https://www.indeed.com/viewjob?jk=2da1c918c43fc56a
IBM,jk=0505a3b32e6ead0d,2 days ago,"Introduction
Uncover and transform insights into creative experiences that matter to your customers. Make every touchpoint an opportunity to engage. As a Marketing Professional at IBM, you will create stories that cut through noise and have an impact on your audience. IBM is trailblazing the Agile Marketing approach, allowing you to work with speed, adaptability and creativity to uncover insights and deliver experiences that matter to your customers.

Your Role and Responsibilities
Our Narrative Industry Strategist will integrate and align deep industry insights to strengthen and differentiate IBM's narrative strategy.

Key Outputs: Industry POVs aligned to narrative, working with Industry Marketing


Required Technical and Professional Expertise
ability to craft differentiated and unique POVs and thought leadershipability to quickly distill and synthesize information from multiple sourcesknowledge of IBM, our portfolio, our market, and ability to quickly learn key market trendsexcellent writer and oral communicator; an engaging storytellercollaborator; ability to work across various stakeholders from non-execs to senior executive leadersadept in connecting dots to form patterns, identify gaps, and a can-do attitude to formulate potential solutionsability to generate creative hypotheses and ingenuity to know how to test themintellectually curiousappropriately challenges conventionadept consuming qualitative and quantitative analyses and forming logical conclusionsteam player


Preferred Technical and Professional Expertise

consultative / management consulting strategy / journalist backgroundproduct marketing / content marketing experienceknowledge of several industries and/or business functions (e.g., finance/banking, retail, E&amp;U, supply chain, marketing)

About Business Unit
IBM Corporate Headquarters (CHQ) team represents a variety of functions such as marketing, finance, legal, operations, HR, and more, all working together to solve some of the world's most complex problems, help our clients achieve success and build collaborative work environments for IBMers.

This job requires you to be fully COVID-19 vaccinated prior to your start date, where legally permissible. Proof of vaccination status will be required. If you are unable to be vaccinated due to medical, pregnancy or religious reasons, we offer accommodations in accordance with applicable law.

Your Life @ IBM
Are you craving to learn more? Prepared to solve some of the world's most unique challenges? And ready to shape the future for millions of people? If so, then it's time to join us, express your individuality, unleash your curiosity and discover new possibilities.

Every IBMer, and potential ones like yourself, has a voice, carves their own path, and uses their expertise to help co-create and add to our story. Together, we have the power to make meaningful change – to alter the fabric of our clients, of society and IBM itself, to create a truly positive impact and make the world work better for everyone.

It's time to define your career.

About IBM
IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.

Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business.


At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement
IBM offers a wide range of resources for eligible IBMers to thrive both inside and outside of work. In addition to a competitive benefits program consisting of medical and life insurance, retirement plans, and time off, eligible employees may also have access to:


12 weeks of paid parental bonding leave. Family care options are also available to support eligible employees during COVID-19.World-class training and educational resources on our personalized, AI-driven learning platform. IBM's learning culture supports your restless attitude to grow your skills and build the depth and scale of knowledge needed to achieve your career goals.Well-being programs to support mental and physical health.Financial programs that empower you to plan, save, and manage your money (including expert financial counseling, 401(k), IBM stock discount, etc.).Select educational reimbursement opportunities.Diverse and inclusive employee resource groups where you can network and connect with IBMers across the globe.Giving and volunteer programs to benefit charitable organizations and local communities.Discounts on retail products, services, and experiences.
We consider qualified applicants with criminal histories, consistent with applicable law.

IBM will not be providing visa sponsorship for this position now or in the future. Therefore, in order to be considered for this position, you must have the ability to work without a need for current or future visa sponsorship.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",Full-time,Narrative Industry Strategist,,,,,0:00:10.942251,https://www.indeed.com/viewjob?jk=0505a3b32e6ead0d
,jk=2dd3184db36a11f5,3 days ago,"Emergency and Intervention Services (EIS) provides a variety of comprehensive emergency social services to vulnerable populations and addresses immediate and long-term needs of individuals and families. Emergency services are administered through a matrix of programs that include the Office of Domestic Violence, Emergency Food and Utility Assistance Program and

the Office of Burial Services.

The Special Services Division is recruiting for one Administrative Director of Social Services, M-V to function as the Deputy Commissioner, Emergency Intervention Services, who will:

Direct all managerial, professional, technical, and administrative staff involved in the service delivery of the following programs: Office of Domestic Violence, Emergency Food and Nutrition Assistance Program, Emergency Utility Intervention Program and Office of Burial Services. Serve as the principal advisor to the HRA Commissioner in the formulation and implementation of policies related to these areas.


Plan, develop, and institute policy relating to the delivery of social services, ensuring compliance with Federal, State and City statutory and regulatory mandates.

Marshal and redeploy resources in response to frequent changes in Federal, State and City legislative and regulatory requirements or public pressures calling for program modifications. Allocate resources based on continually updated analysis and evaluation, established priorities for the allocation of resources for all EIS programs.

Establish objectives, assign resources, and monitor and evaluate service delivery by the EIS program areas to ensure that subordinate program administrators respond timely and appropriately to the most compelling priorities, and provide services through the most cost-effective methods.

Direct contracted services for over multiple contracts totaling over $250 million. Principle advisor and consultant to the HRA Commissioner on issues concerning domestic violence, emergency food and utility assistance programs, public burials, and Hart Island.

Review and approve all EIS personnel actions and the submission of the annual budget and management plan for EIS.

Maintain on-going liaison with high level key personnel at the City Office of Management and Budget, Mayor's Office of Operations, State Department of Social Services and numerous other government and advocacy organizations.

Represent the agency at internal and external executive level meetings with Federal, State and City Agencies, to interpret EIS policy and citywide impact. Represent EIS at local, State, and national conferences, and local community meetings dealing with issues relating to EIS to gain support for programs and policies.

Represent EIS at City Council, NYS Office of Children and Family Services and Office of Temporary Disability and Assistance meetings and hearings and participate in various city-wide and inter-agency task forces related to domestic violence, emergency housing, emergency food programs, emergency utility assistance programs, public burial and Hart Island.

Meet frequently with and provide guidance to local community groups, non-profit organizations and other entities engaged in or interested in identifying unmet needs and developing plans for future social services pilots, initiatives, and programs.
Minimum Qual Requirements

1. A baccalaureate degree from an accredited college or university and four years of progressively responsible experience, in a large governmental agency, business firm, civic or community organization operating in the area of social services, including one year at the administrative or managerial level; or

2. Education and/or experience equivalent to ""1"" above. Graduate education or a license may substitute for up to a maximum of three years of experience in the area of social services, but not for the one year of experience at the administrative or managerial level as described in ""1"" above, as follows:


(A) A master’s degree from an accredited college or university in accounting, business, child welfare, counseling, economics, education, finance, human resources, labor relations, management, management science, nursing, operations research, organizational behavior, personnel or public administration, political science, psychology, sociology, social work, statistics, and/or urban studies may substitute for two years of experience; and/or

(B) Graduate education beyond the baccalaureate degree may be substituted at the rate of 30 semester credits from an accredited college or university in the area(s) listed in “2(A)” above for each year of experience up to a maximum of three years; or

(C) A valid New York State Registration as a Licensed Clinical Social Worker (LCSW) or Licensed Master of Social Work (LMSW) may substitute for three years of experience.

However, all candidates must have a baccalaureate degree from an accredited college and one year of experience at the administrative or management level as described in ""1"" above.
Preferred Skills

Strong program operational experience
Experience with community based organizations and advocates
Experience with oversight of contracts and budgets
Experience with State and local government entities
Additional Information

**LOAN FORGIVENESS

The federal government provides student loan forgiveness through its Public Service Loan Forgiveness Program (PSLF) to all qualifying public service employees. Working with the DSS/HRA/DHS qualifies you as a public service employee and you may be able to take advantage of this program while working full-time and meeting the program’s other requirements.

Please visit the Public Service Loan Forgiveness Program site to view the eligibility requirements:

https://studentaid.ed.gov/sa/repay-loans/forgiveness-cancellation/public-service

In addition, the Human Resources Administration/Department of Social Services offers competitive salaries and the following benefits:

Generous Pension Plans (The New York Employees' Retirement System).
401(k) and Roth 457 Retirement Savings Programs.
U.S. Savings Bonds Flexible Spending Program.
Health Benefits, Dental, Vision Coverage, Prescription Drug Program.
Training and Professional Development.
Opportunity for Scholarship; College Savings Program.
Paid Holidays and Generous Annual Leave.
To Apply

APPLICANTS MUST BE PERMANENT IN THE ADMINISTATIVE DIRECTOR OF SOCIAL SERVICE CIVIL SERVICE TITLE BE PERMANENT IN A COMPARABLE TITLE ELIGIBLE FOR 6.1.9 TITLE CHANGE, OR BE ELIGIBLE FOR THEBLE 55-A PROGRAM OR.

This position is open to qualified persons with a disability who are eligible for the 55-a Program. Please indicate in your cover letter that you would like to be considered for the position under the 55-a Program.”


CLICK “APPLY” NOW BUTTON
Hours/Shift

Monday-Friday 9 AM-5 PM
Residency Requirement

New York City Residency is not required for this position",Job Type,DEPUTY COMMISSIONER,",NY,10048","$88,936 - $223,761 a year",",NY,10048",10048,0:00:10.973536,https://www.indeed.com/viewjob?jk=2dd3184db36a11f5
,jk=8c5bca8c13f50b2f,"If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.","Responsibilities:· Manage and maintain schedules, appointments and travel arrangements· Design and maintain databases· Assist CEO in identifying and developing new business opportunities with a focus on bringing US/Europe based biotech companies and assets to global market.· Prepare marketing pitch materials and conduct industry/company preliminary research for potential partnering or fundraising transactions.· Support transaction execution process, including but not limited to market assessment, asset valuation, due diligence, synergy analysis, term sheet negotiation, as well as Non-deal Roadshow.· Works closely and effectively with the CEO to keep her well informed of upcoming commitments and responsibilities.Requirement:Bachelor's degree in Finance/AccountingKnowledge of standard office administrative practices and proceduresExpert level written and verbal communication skillsHighly resourceful team-player, with the ability to also be extremely effective independentlyJob Type: Full-timePay: $32,019.00 - $70,230.00 per yearBenefits:401(k)Flexible scheduleHealth insurancePaid time offPhysical Setting:OfficeSchedule:Monday to FridaySupplemental Pay:Bonus payEducation:Bachelor's (Preferred)Experience:Microsoft Excel: 1 year (Preferred)Work Location: Multiple Locations",Job Type,Financial Analyst,,"$32,019 - $70,230 a year",,,0:00:11.025245,https://www.indeed.com/viewjob?jk=8c5bca8c13f50b2f
Macy’s,jk=a664a18d2d9f9d2a,3 days ago,"Congratulations on your offer of employment as a Leased Vendor Selling or Support Associate within Macy’s!
Partnerships with our leased businesses are critical to Macy’s continued success. Completion of this application is the required first step in the Leased Vendor Associate hiring process.
This hiring process is specific to a select group of leased businesses; if you have received this job posting from an individual other than your Vendor contact or a representative of Macy’s, please partner with your Vendor before completing this application.
After clicking the “Apply Now” button at the bottom of this page.
Please note that all fields marked with a red asterisk require completion in order to proceed to the next step in the application.
For assistance with any questions you may have in completing this application, please reach out to a Macy’s Administrative Support Team member.

STORES00",Full-time,"Leased Vendor Sales and Support - 10044684, Herald Square - Full Time",,,,,0:00:11.248251,https://www.indeed.com/viewjob?jk=a664a18d2d9f9d2a
The Wright Fit,jk=c3620fe8ae253318,"If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.","Maintenance Porter Attendant - (Openers 5:30 AM) Luxury Fitness Center, Jackson Park LIC, QueensThe Wright FitThe Pathway to an Extraordinary Quality of Life:  The Wright Fit has established itself as the premier Luxury Fitness and Amenities Management Company operating 16 and counting facilities in some of the most iconic residential and commercial buildings in Manhattan. By managing the facilities within residential and commercial buildings, we're given direct access into people's homes and workplaces, allowing us the opportunity to show them pathways to an extraordinary quality of life.Job SummaryThe Wright Fit Team: As an emerging leader in the fitness industry, there's no better place to gain first-hand experience at the crossroads of hospitality, health, wellness, and fitness. If you are a self-starter, customer focused, and a team player with a passion for fitness, then The Wright Fit is the right fit for you!Your Impact: Our Luxury Fitness Maintenance Members are responsible for delivering the highest quality customer service to all residents and guests through a strong work ethic and extensive knowledge of The Wright Fit facility and brand standards. Through relationship development, they will be able to proactively meet the needs of residents and guests and provide them with a platform to succeed!Responsibilities: Provide high level customer service and hospitality to residents.Provide floor supervision and maintenance of the fitness center and equipment.Ensure TWF standards of cleanliness, sanitation, and safety are maintained through all areas of the facility.Manage inventory of all maintenance supplies and amenities.Assist residents with any questions about the fitness center through knowledge of the equipment and services.Provide support to The Wright Fit specialists to ensure best service experience.Attentively and promptly respond to resident needs.Assist management in daily tasks and projects.Maintain a positive attitude and take initiative.Work as a cohesive team with all The Wright Fit team members to ensure efficiency and camaraderie.Maintain in conduct and actions The Wright Fit aesthetic, appearance, atmosphere, culture, vision, purpose and values.Compliance with quality assurance expectations and standards that may require you to sit, stand, or walk for extended periods of time, as well as lift and move heavy objects.What we're looking for: Cleaning services experience, preferably in the Hospitality and/or Fitness industries.A passion for fitness, health, and wellness.Strong interpersonal, communication, and organization skills.Customer focused, able to manage conflict.Excellent time management, able to prioritize and multi-task in a dynamic environment.Attention to detail, a self-starter and personally accountable.A positive attitude, team oriented.Ability to maintain the highest level of discretion and privacy.What you'll get: A supportive and passionate team of coworkers.Encouraging managers and leaders to learn from.Access to cutting edge information about the industry.The Wright Fit is an equal opportunity employer committed to hiring a diverse workforce and sustaining an inclusive culture. The Wright Fit does not discriminate on the basis of disability, veteran status, or any other basis protected under federal, state, or local laws.Job Type: Full-time",Full-time,"Maintenance Porter Attendant - (Openers 5:30 AM) Luxury Fitness Center, Jac",,,,,0:00:11.349471,https://www.indeed.com/viewjob?jk=c3620fe8ae253318
