"company","jk","posting_date","job_description","job_type","job_title","job_location","salary","state","zip_code","scrape_time","url"
"USC","jk=fd9302bc00f8af72","15 days ago","Since 1897, the Ostrow School of Dentistry has shaped talented students into outstanding dentists and dental hygienists. Our challenging clinical education and our expert faculty members provide future oral health professionals with the skills they need in order to become the best. Dentists and dental hygienists are consistently viewed as some of the most trusted and respected professionals who serve the public, and our graduates are part of the reason. Ostrow not only educates excellent clinicians but also produces professionals who earn their patients’ trust with unyielding commitment to exemplary ethical standards. Our graduates also earn the respect of their colleagues, taking active leadership roles in the organized dentistry community from local to international levels.
We, at the Herman Ostrow School of Dentistry of USC, are all committed to maintaining an environment of excellence and eminence, and this commitment shines through in all that we do.
Herman Ostrow School of Dentistry of USC is looking for an energetic receptionist to join the team! This person greets and assists visitors. Answers telephones and provides appropriate information. Performs clerical tasks, as assigned. Works in environment having demanding workload, complex telephone system or switchboard and/or where information of a more complex nature must be accurately provided to callers.
Job Accountabilities:
Greets visitors and ascertains name and other pertinent information. Determines nature of visit. Directs or escorts visitor to specified destination, as needed. Notifies appropriate employee of visitor's arrival. Maintains log of all visitors including name, affiliation, date and time of visit.
Answers telephone(s). Screens and forwards calls. Responds to questions about department operations, as appropriate. May discern appropriate information through computer or hard copy files, university or department publications and guidelines and/or personal knowledge. Routes calls for employees, as appropriate. Accurately takes and delivers messages. Maintains log of all calls requiring further action.
Accepts and signs for packages addressed to department. Delivers package(s) to addressee or notifies addressee of package arrival. Receives and sends out messenger or courier items.
Performs a variety of routine clerical tasks (may include processing of incoming and outgoing mail, sending and delivering fax messages, arranging for and maintaining logs for package pickup and delivery, transmitting information or documents to employees using a computer, mail or fax, photocopying and collating, filing, etc.), as time permits.
Assures that reception area is clean and orderly.
Preferred Education: High school or equivalent
Preferred Experience: 1 year
Preferred Field of Expertise: Experience as a receptionist
Minimum Education: Less than high school, Combined experience/education as substitute for minimum education Minimum Experience: 6 - 12 months, Combined education/experience as substitute for minimum experience Minimum Field of Expertise: Experience as a receptionist or comparable clerical experience.",,"Dental Receptionist",,,,,"0:00:11.765623","https://www.indeed.com/viewjob?jk=fd9302bc00f8af72"
"UCLA","jk=717ad40551ede1b4","20 days ago","Under the direction of the Dining Service Managers or Production Staff, provide our guests with courteous and gracious service. Perform food preparation, customer service, sanitation and other food service duties. Prepare single step cold food preparation according to standardized recipes and approved preparation and production methods. Wash, trim, cut and pan meats and vegetables. Cut and arrange desserts. Ensure that all food items are completed according to schedule and presented to customers at the proper temperature and with the appropriate garnishment. Store, seal, and label food for storage. Load and deliver food to other dining facilities. Set-up and maintain cleanliness of work areas and dining room. Sweep and mop floors. Maintain cleanliness and storage of preparation equipment, plates, silverware, glassware, pots, pans and service utensils. Clean and replenish salt and pepper shakers, napkin dispensers and ketchup in guest seating areas. Assist in organization of refrigerator, freezers and storage rooms. Launder, sort and fold smocks, uniforms and towels. Remove all trash from tables and floor areas. Perform other duties as assigned.

Percentage of Time:
75

Shift Start:
variable

Shift End:
variable

Qualifications for Position

11
Records

Qualifications

Required/Preferred

Ability to read, understand and speak English sufficient to determine and carry out job duties.

Required

Skill in interacting effectively with guests and team members and managers in a high volume public contact setting using positive body language, direct eye contact, active listening, problem solving techniques.

Required

Ability to interact in a team based environment.

Required

Ability to perform effectively under conditions of fluctuating workload.

Required

Skill in adding and subtracting whole numbers, decimals and fractions sufficient to properly adhere to production and customer flow parameters.

Required

Ability to stand, climb, stoop, push and crouch for extended periods of time as required to complete job duties.

Required

Ability to occasionally lift items weighing up to fifty pounds such as bags of supplies, filled stock pots, cases of food products.

Required

Ability to stand continuously throughout an eight hour shift on uncarpeted surfaces.

Preferred

Ability to measure dry and liquid food stuffs in units of measurement such as cup, pint, quart, pound, and oz to properly adhere to recipe and production requirements.

Required

Ability to operate equipment such as mixers, food processors, food cutters, meat slicers, blenders, hot wells, radio communication devices, hydraulic lifts, trash compactors, warewashing, garbage disposal, refuse pulper equipment.

Required

Ability to learn and apply the rules and procedures of sanitation and safety as they apply to production, storage and service within a food establishment.

Required

Additional Posting Information

Bargaining Unit:
SX-Service

Application Deadline:
01-31-2022

External Posting Date:
",,"Food Service Worker",,,,,"0:00:11.806581","https://www.indeed.com/viewjob?jk=717ad40551ede1b4"
"ABM Industries","jk=e8f5ac6fedb71111","Today","ABM, a leading provider of integrated facility solutions, is looking for Event Team Members.

We invite you to join us in accomplishing our mission “To make a difference, every person every day” by delivering superior service to our clients.
The desired team members will be motivated, have a positive attitude, and will be comfortable working with a team in a fast paced environment.
Responsibilities will include greeting clients and patrons, cleaning suites, food court areas, walkways, restrooms, and waste receptacles at sport and concert events.
Event Team Members are an asset to team and help make a real impact to our clients and the community.

ABM is an EOE/AA (M/F/Vet/Disability/Gender Identity/Sexual Orientation)

Category: Stadium","Part-time","EVENT CLEANER",",CA,90015",,",CA,90015",90015,"0:00:11.897548","https://www.indeed.com/viewjob?jk=e8f5ac6fedb71111"
"Center Theatre Group","jk=ad83fd3f51f2ba31",,"The Artistic Programs Manager will, in collaboration with the Artistic team, be integral in program administration, season planning, budgeting, and integrating practices of anti-racism, equity, diversity, and inclusion throughout the department. The Artistic Programs Manager will support new work development activities, mainstage productions, Digital Stage and other special projects undertaken by the Artistic Department. Primary responsibilities will include administering Artistic Department programs, including leading the Sherwood Award process, line producing CTG’s Block Party series, Writer’s Workshop and producing readings, workshops as needed.Responsibilities include, but are not limited to:Primary DutiesIn collaboration with the Artistic team, develop long-range strategic goals for assigned artistic programs: Sherwood Award, Block Party, Writer’s Workshop Festival, The Forum.Serve as line producer for Block Party and Writer’s Workshop FestivalAdminister the Sherwood Award application and adjudication processDemonstrate an ongoing to commitment to CTG’s equity, diversity and inclusion initiatives and demonstrate an ongoing commitment to ensuring an anti-racist work environment and culture.Develop, maintain and reconcile budgets for readings, workshops and programs in coordination with the Management, Artistic, Production and Finance departments to maintain accurate and timely financial oversight of Artistic programs and activities.Meet regularly with Artistic and Management staff to provide updates, progress reports and address concerns relating to any production or project.In collaboration with Associate Artistic Directors: Line produce readings, workshops and specific Artistic programs as needed.Coordinate with other CTG departments to meet logistical needs of projects.Attend rehearsals and performances, as needed.In collaboration with the Associate Artistic Directors and/or outside Casting Directors, coordinate the administration for casting sessions when needed.General Support To Artistic StaffCollaborate with Artistic staff to support new project development and artist cultivation, integrating practices of Equity, Diversity, and Inclusion within this work.Support Artistic Director and Associate Artistic Directors in implementing artistic vision and activities.Contribute artistically: read and evaluate scripts and generate ideas for season planning.Represent the Artistic Department at external events, meetings and conferences as needed.When needed, serve as a liaison between the Artistic department and various departments within CTG to ensure a clear flow of information and ideas.Artistic AdministrationWith Management, track department budgets.Manage the selection of and oversee departmental interns and fellows.Collaborate on season planning process as a member of the Artistic team.Participate on cross-departmental working groups as assigned.Respond to inquiries about Artistic programs.Work collaboratively across CTG departments and with creative teams.Attend local and national shows and represent CTG to the Los Angeles theater community.Knowledge And Essential SkillsPrior relevant professional experience (e.g., project oversight and coordination, leading creative teams, producing)A keen eye for artistic talent and potential, integrating practices of Equity, Diversity, and Inclusion within this work.Ability to effectively communicate, both orally and in writing.Regularly exercise good judgment, independent thought and discretion.Detail oriented with excellent organizational skills.Experience with the budgeting process.Ability to lead with the spirit of collaboration, as well as work within a team structure.Ability to maintain highly confidential information and use excellent judgement.Ability to remain flexible and professional at all timesSelf-motivated work ethic.Ability to follow up/follow through, multi-task.Ability to adapt to rapidly changing conditions and thrive under multiple deadlines and shifting priorities.High degree of creativity, initiative and resourcefulnessAwareness and understanding of the professional theater landscape, including new work and contemporary performanceFamiliarity with relevant union agreementsAll employees are required to pass a background check.It is CTG’s intention to have a workforce which is fully vaccinated against Covid 19. New employees will be required to provide proof of full vacation prior to the first day of employment.The above statements are intended to describe the general nature and level of work performed by people assigned to this classification. They are not intended to be construed as an exhaustive list of all job duties performed by the personnel so classified. Management reserves the right to revise or amend duties at any time.To ApplyPlease email your resume and cover letter to: kkirkpatrick@ctgla.org.Please be sure to include the position title in the subject line of your email. Due to the high volume of submissions received, emails without this information may not be considered.In your cover letter, please indicate how you became aware of this job opportunity, e.g., name of website, current employee, other source.Job Type: Full-time","Full-time","Artistic Programs Manager",,,,,"0:00:11.945523","https://www.indeed.com/viewjob?jk=ad83fd3f51f2ba31"
,"jk=232c71e91e97c86a","If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.","You will be expected to give excellent customer service at all time. You’ll be responsible for providing knowledgeable recommendations.Job Types: Full-time, Part-timePay: From $15.00 per hourSchedule:Monday to FridayOn callWeekend availabilityEducation:High school or equivalent (Preferred)Work Location: One location","Job Type","Budtender",",CA,90005","From $15 an hour",",CA,90005",90005,"0:00:11.970486","https://www.indeed.com/viewjob?jk=232c71e91e97c86a"
,"jk=3641061041a14683","If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.","General warehouse workTag, bag, pick, pack and ship.Also include load and unload.Temp to hire.No experience necessary. Will train.Must be reliable in general which includes transportation. Also, responsible, organized, quick learner and multi-task.Serious inquiries only.Located in the heart of Downtown LA.Job Type: Full-timePay: From $15.00 per hourSchedule:8 hour shiftMonday to FridayOvertimeAbility to commute/relocate:Los Angeles, CA 90014: Reliably commute or planning to relocate before starting work (Preferred)Language:English (Preferred)Shift availability:Day Shift (Preferred)Work Location:One locationWork Remotely:NoWork Location: One location","Job Type","Warehouse Associate",,"From $15 an hour",,,"0:00:11.991476","https://www.indeed.com/viewjob?jk=3641061041a14683"
,"jk=b08ae8aaa0fa2e5a","If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.","Marine Collectors is a marine-keeping business for creating a beautiful aquarium without having to catch and quarantine the fish yourself-- we handpick the very best specimens with educated decisions. It was founded after what started as a hobby and general love for fish and marine biology. Collectively, we have over 30 years of experience in the hobby and over a decade in the professional industry. We are slowly growing and want to bring in the right talent to match that growth.This role assists in monitoring production volume and includes tasks involving receiving and put-away, picking (order-fill), shipping, or other supporting tasks. An interest in the Marine Aquatics industry is preferred, but not needed.ResponsibilitiesProvide ad hoc support around the store as neededLearn about marine aquatics (prior knowledge isn't necessary)Help with inventoryPacking ordersWater changesFeeding fishScrubbing tanksAcclimating fishQualificationsHigh school diplomaAttention to detail and problem-solving skillsMust have a smartphoneMust have reliable transportationJob Type: Part-timePay: $16.00 - $18.00 per hourSchedule:8 hour shiftAbility to commute/relocate:Los Angeles, CA 90501: Reliably commute or planning to relocate before starting work (Required)Education:High school or equivalent (Required)Work Location: One location","Job Type","Warehouse Coordinator",,"$16 - $18 an hour",,,"0:00:13.361958","https://www.indeed.com/viewjob?jk=b08ae8aaa0fa2e5a"
"Adventist Health White Memorial","jk=f16ad73c05af4a99","12 days ago","Adventist Health is more than an award-winning health system. We provide whole-person care to our communities and champion the greater good - from the operating room to the boardroom, we are driven by our unique passion to live God's love through health, wholeness and hope. From Oregon to Oahu, we have a calling to always do more. Now is your chance to apply your passion to our mission.
We're looking for someone to join our team as an Unit Associate who:
Greets and directs visitors. Prepares and maintains medical records. Responds to patient requests for assistance. Provides information to patients, families, and physicians. Provides other clerical support to nursing team as required.
Essential Functions:
Processes orders and assists unit visitors and callers. Ascertains flow of patients admission/transfers. Assists in scheduling patient procedures and assembling patient charts.
Performs data collection and maintains data on an ongoing basis. Assists in scheduling patient procedures. Assembles charts.
Participates in regulatory environmental compliance duties, clearing hallways and calling for equipment/pick-up as needed.
Performs other job-related duties as assigned.
You'll be successful with the following qualifications:
Education:
High School Education/GED or equivalent: Preferred
Associate's/Technical Degree or equivalent combination of education/related experience: Preferred
Work Experience:
One year's relevant experience: Preferred
Hospital or medical office experience: Preferred
Required Licenses/Certifications:
Basic Life Support (BLS) Health Care Provider certification: Preferred
Adventist Health is committed to the safety and wellbeing of our associates and patients. Therefore, we require that all associates receive all required vaccinations, including, but not limited to, measles, mumps, flu (based on the seasonal availability of the flu vaccine typically during October-March each year), COVID-19 vaccine (required in CA, HI and OR) etc., as a condition of employment, and annually thereafter. Medical and religious exemptions may apply.","Full-time","Unit Associate, Full-Time, Night Shift - Emergency Department",,,,,"0:00:13.381949","https://www.indeed.com/viewjob?jk=f16ad73c05af4a99"
"Randy's Donuts","jk=64e04854658bcc65","If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.","World Famous Randy’s Donuts has immediate openings for new store team trainers for company and franchise stores primarily in Southern California, Nevada, and throughout the USA. Must be willing to travel when necessary. Must have minimum 3 years of experience training staff in quick service stores – prior bakery and store opening experience a plus. We will train as needed. SALARIED POSITION. GREAT PAY. Send resume or call/text 310-686-1765.Job Type: Full-timePay: From $22.00 per hourSchedule:10 hour shift8 hour shiftDay shiftHolidaysMonday to FridayNight shiftWeekend availabilityWork Location: Multiple Locations","Job Type","Randy's Donuts-New Store Team Trainers",,"From $22 an hour",,,"0:00:13.419939","https://www.indeed.com/viewjob?jk=64e04854658bcc65"
"Regal","jk=10c4900a848ece9d","30+ days ago","Summary: Floor Staff team members are classified based on individual theatre needs, and/or employee availability, as either variable hour, part-time fixed, part-time regular or full-time hourly employees whose primary responsibility is ensuring our guests receive exceptional service. Floor Staff may be scheduled to work in the Box Office, Concession Stand, or as an Usher. Floor Staff employees must act as a representative of Regal in a way that is consistent with our mission statement and policies; including

Regular and consistent attendance

Handling of emergency situations when called upon to do so

General cleaning duties; and

Compliance with our company dress code.

Essential Duties and Responsibilities for each position include, but are not limited to, the following:

Box Office

Operating POS system, including the proper handling of and responsibility for accuracy of cash drawer, credit cards, travelers’ checks, gift cards and redeemed discount tickets, passes and coupons

Up selling/suggestive selling of Premium Viewing Experience (3D, RPX, IMAX).

Promoting the Regal Crown Club program

Ensuring tickets are sold in accordance with the MPAA rating system and company policy

Responding to phone calls and questions from guests in a manner that is consistent with our guest service philosophy

Concession

Operating POS system, including the proper handling of and responsibility for accuracy of cash drawer, credit cards, travelers’ checks, gift cards and redeemed coupons as well as concession stock inventory.

Promoting the Regal Crown Club program

Operating, preparing and cleaning of all concession related equipment

Up selling/Suggestive selling

Complying with all local, state and federal food safety laws.

Abide by all federal and state laws with regards to breaks and/or meal periods.

Ensure required alcohol certification and training are current where applicable.

If the theatre sells alcohol and your assigned duties will include the selling/serving of alcohol, you must be of legal age to sell or serve alcohol according to state or local laws.

Required to read and understand training materials that will cover subjects such as sexual harassment and discrimination.

Usher

Tearing tickets, collecting and depositing appropriate stub, and directing patrons to their auditoriums.

Inspecting backpacks and packages when applicable.

Managing crowd control and assisting guests in finding seats in auditoriums when necessary

Enforcement of MPAA rating system

Conducting in theatre inspections to monitor picture and sound quality, watch for film and content theft, and help maintain a safe quality environment within the auditoriums

Reporting to the management any problems, discrepancies or unusual situations that arise at the theatre.

Perform in-auditorium concession auxiliary sales as directed by management

Cleaning auditoriums at the end of scheduled shows and maintaining clean restrooms, lobby area, hallways and other areas outside of the auditorium

Monitoring the cleanliness and operation of theatre vending equipment

Assisting with all opening and closing duties as assigned by management

Qualifications:
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Education/Experience:
Completion of cast certification program as a cast member and as box office cashier or progress towards completion required.

If the theatre sells alcohol and your assigned duties will include the selling/serving of alcohol, it is your responsibility to complete any legally required state or local training and obtain the required certificate. In addition, you must complete the Regal Responsible Beverage Server training on Regal Online University.

Language Ability:
Possess good public speaking, listen effectively and respond clearly and directly.

Math Ability:
Perform calculations with speed and accuracy and identify and correct errors.

Reasoning Ability:
Identify problems, gather relevant data and note possible causes of problems. Evaluate relevant information, recognize alternatives and reach conclusions based on evidence. Take action beyond what is necessarily called for. Perform under pressure and/or opposition.

Personal Skills:
Possess excellent communication skills with customers, co-workers and management. Establish goals, budget time, and set priorities to achieve desired objectives.

Physical Demands:
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

While performing the duties of this job the employee is frequently required to stand; walk; sit; use hands to finger, handle, or feel; reach with hands and arms and talk or hear. The employee is occasionally required to climb or balance and stoop, kneel, crouch, or crawl. The employee may occasionally be required to lift up to 60 pounds. The vision requirements include: close vision, distance vision, peripheral vision, depth perception and ability to adjust focus.","Part-time","Floor Staff, Starting at $16.50",",CA,90015",,",CA,90015",90015,"0:00:13.458904","https://www.indeed.com/viewjob?jk=10c4900a848ece9d"
"Live Nation","jk=683bb1194912ca80","30+ days ago","Job Summary:
WHO ARE WE?
Live Nation Entertainment is the world’s leading live entertainment company, comprised of global market leaders: Ticketmaster, Live Nation Concerts, and Live Nation Media &amp; Sponsorship. Ticketmaster is the global leader in event ticketing with over 500 million tickets sold annually and more than 12,000 clients worldwide. Live Nation Concerts is the largest provider of live entertainment in the world promoting more than 40,000 shows and 100+ festivals annually for nearly 4,000 artists in over 40 countries. These businesses allow Live Nation Media &amp; Sponsorship to create strategic music marketing programs that connect over 1,000 brands with the 98 million fans that attend Live Nation Entertainment events each year. For additional information, visit www.livenationentertainment.com .
Live Nation’s Concerts Division is where tours are born, artists come to life, and fans get to experience the rush of live music. From our dozens of owned/operated Amphitheaters to our Global Touring team, from Ticketing and Venue Operations to Marketing and Sales... we foster a fun and upbeat work culture with no shortage of opportunities. With perks ranging from free concert tickets to dog-friendly offices, to progressive benefits like student loan reimbursement and adoption/fertility support... it’s no wonder we are certified as a Great Place to Work organization and one of People Magazine’s “50 Companies that Care”. We want everyone to feel like they belong and can thrive in our community, so we strive to help you achieve your career and personal goals. Live music is our passion and where we find our common ground. There has never been a better time to join Live Nation.
WHO ARE YOU?
Passionate and motivated. Driven, with an entrepreneurial spirit. Resourceful, innovative, forward thinking and committed. At Live Nation Entertainment, our people embrace these qualities, so if this sounds like you then please read on!
WHAT THIS ROLE WILL DO
Must have knowledge of touring or stage production operations
Coordinate and deliver food and beverage to the band or talent
Ensure stage and backstage areas are clean and free of clutter
Assist with any other aspect of stage production, such as show pass and guest list distribution
Assist Green Room Server with any needs of the artist
Perform opening/running/closing side duties according to Company policy
Knowledge of region to properly locate restaurants, stores, music stores, area attractions, etc.
Must have a properly working automobile and provide proof of insurance
Must have an exceptional driving record
Maintain Company safety and sanitation standards
Have knowledge of all music, promotional or special events in the house
Exceptional knowledge of food and beverage
Have the ability to handle multiple tasks in a fast-paced environment while remaining pleasant and professional at all times.
WHAT THIS PERSON WILL BRING
Required:
(State or County Licensee or Certification Requirement )/ Responsible Alcohol Awareness Training Certification or equivalent
High School diploma or equivalent
Ability to work late hours
Flexible schedule
Excellent communication skills and punctual
Tolerance of all cultures, music, and art forms
Preferred:
3 years work experience interacting with people in a positive environment
Experience in a live music environment
Physical Demands/Working Environment:
Working environment is fast-paced, often loud and stressful
Position requires extended periods of prolonged standing and working on your feet both indoors and outdoors
Must be able to lift or move up to 25 lbs using proper lifting techniques
Intensely physical environment
EQUAL EMPLOYMENT OPPORTUNITY
We are passionate and committed to our people and go beyond the rhetoric of diversity and inclusion. You will be working in an inclusive environment and be encouraged to bring your whole self to work. We will do all that we can to help you successfully balance your work and homelife. As a growing business we will encourage you to develop your professional and personal aspirations, enjoy new experiences, and learn from the talented people you will be working with. It’s talent that matters to us and we encourage applications from people irrespective of their gender, race, sexual orientation, religion, age, disability status or caring responsibilities.

Live Nation strongly supports equal employment opportunity for all applicants regardless of age (40 and over), ancestry, color, religious creed (including religious dress and grooming practices), family and medical care leave or the denial of family and medical care leave, mental or physical disability (including HIV and AIDS), marital status, domestic partner status, medical condition (including cancer and genetic characteristics), genetic information, military and veteran status, political affiliation, national origin (including language use restrictions), citizenship, race, sex (including pregnancy, childbirth, breastfeeding and medical conditions related to pregnancy, childbirth or breastfeeding), gender, gender identity, and gender expression, sexual orientation, or any other basis protected by applicable federal, state or local law, rule, ordinance or regulation.
We will consider qualified applicants with criminal histories in a manner consistent with the requirements of the Los Angeles Fair Chance Ordinance, San Francisco Fair Chance Ordinance and the California Fair Chance Act and consistent with other similar and / or applicable laws in other areas.
We also afford equal employment opportunities to qualified individuals with a disability. For this reason, Live Nation will make reasonable accommodations for the known physical or mental limitations of an otherwise qualified individual with a disability who is an applicant consistent with its legal obligations to do so, including reasonable accommodations related to pregnancy in accordance with applicable local, state and / or federal law. As part of its commitment to make reasonable accommodations, Live Nation also wishes to participate in a timely, good faith, interactive process with a disabled applicant to determine effective reasonable accommodations, if any, which can be made in response to a request for accommodations. Applicants are invited to identify reasonable accommodations that can be made to assist them to perform the essential functions of the position they seek. Any applicant who requires an accommodation in order to perform the essential functions of the job should contact a Human Resources Representative to request the opportunity to participate in a timely interactive process. Live Nation will also provide reasonable religious accommodations on a case by case basis.
HIRING PRACTICES

The preceding job description has been designed to indicate the general nature and level of work performed by employees within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities, and qualifications required of employees assigned to this job.
Live Nation recruitment policies are designed to place the most highly qualified persons available in a timely and efficient manner. Live Nation may pursue all avenues available, including promotion from within, employee referrals, outside advertising, employment agencies, internet recruiting, job fairs, college recruiting and search firms.
**Please note that the compensation information provided is a good faith estimate for this position only and is provided pursuant to the Colorado Equal Pay for Equal Work Act and Equal Pay Transparency Rules. It is estimated based on what a successful Colorado applicant might be paid. It assumes that the successful candidate will be in Colorado or perform the position from Colorado. Similar positions located outside of
Colorado will not necessarily receive the same compensation. Live Nation takes into consideration a candidate’s education, training, and experience, as well as the position’s work location, expected quality and quantity of work, required travel (if any), external market and internal value, including seniority and merit systems, and internal pay alignment when determining the salary level for potential new employees. In compliance with the CO EPEWA, a potential new employee’s salary history will not be used in compensation decisions.","Part-time","Production Assistant- The Belasco",,,,,"0:00:13.493882","https://www.indeed.com/viewjob?jk=683bb1194912ca80"
"US ARMY","jk=d5f693e544363b56","If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.","Please read the entire post before applying. You will enlist as a Soldier into the US Army. As a Human Resources Specialist (Office Clerk), you’ll play a crucial role assisting your fellow Soldiers progress in their Army careers, providing promotion and future training information. You’ll ensure the necessary support is also provided to commanders across all branches. You’ll be trained in document preparation, drafting requests, and overseeing official documentation, such as ID cards and tags. You’ll also learn computer programs that keep personnel data up to date. The army is going to train you to do this job from zero. The ideal candidate is a person willing to learn new skills. NO EXPERIENCE NECESSARY. All positions are entry-level jobs. The US Army has over 150 different jobs, one is waiting for you. You may qualify for plenty other jobs too.Full time (Active-Duty) Benefits30 days paid vacation annually.Complete healthcare coverage for you and immediate family provided without cost to you.Education benefits (post 9/11) 100% entitlement worth $75,486.46 at 36 moths. Service Tuition/Fees paid directly to school. Monthly Housing Allowance, up to $3,354 Los Angeles CA area. Annual stipend up to $1000.00 for books and supplies (both paid to you directly).Tuition Assistance paid by the US Army directly to school. $250 per credit / $4000 per year $16,000, over 4 years of college.Montgomery GI Bill up to $ 75,486.46 (Tax-free!). Contributory- you pay $1200 ($100/ month your first year) monthly payments max of $ 2097.00 to you (based on being a part time or full-time student).Obtain industry-standard recognized certifications.Travel opportunities around the world for you and your immediate family. (You will not live in Los Angeles, CA area)Complete free dental for you and your immediate family.Free housing, all utilities included.Free education benefits for you and your immediate family.Learn a trade for free starting with zero experience.Fast-track retirement after 20 years of service.Federal Savings Plan (TSP) retirement option (401K).The best wages (salary) in the federal government.Life insurance for you and your dependents with a maximum amount of $400,000.VA home loan with zero down payment and no limit on loan amount.If you are permanent resident (green card), you can become US citizen at no cost in 6 months.The salary increase depends on your rank and your years of service.Many more benefits.Part time (Army Reserve) BenefitsStay in the Los Angeles CA area.The ability to stay close to home, go to college, work in your civilian job and report to drill (1) weekend per month and 2 weeks in summer on an annual basis for a total of only 36 days a year. Easy transferability to any unit around the country, if you decide to leave Los Angeles CA area.Discounted healthcare for you and your immediate family.Discounted dental for you and your immediate family.Many educations benefit you and your immediate family.Allows you to be a full-time student/employee and receive additional benefits from your weekend serviceEducation benefits post 9/11 worth over $72,000 over 36 months.Tuition assistant (TA) 16 semester hours $ 4,000.00 year.“Kicker” program. Under this benefit, Soldiers receive $368 per month for 36 months for a total of $13,248 to put toward school.Obtain Industry standard recognized certifications.Learn a trade for free starting with zero experience.Federal saving plan (TSP).The best wages (salary) in the federal careers.Life insurance for you and your dependents with a maximum amount of $400,000.VA home loan with no limit on loan amount and zero down payment.If you are permanent resident (green card), you can become US citizen free 12 months after training.Many more benefits.Full Paid Training plus benefits10 weeks of Basic Training.9 weeks of Technical School with on-the-job instructionsMinimum requirementsBe between 17-34 years old. (Exceptions may apply, case by case until 38 years old only. You will need an age waiver you must get 50 or higher on the ASVAB.)No felonies.Be in good health accord with federal regulations.Currently attending High School as a senior, High school graduate, GED, equivalent in your country of origin or higher education.Be a US citizen. Note:  If you are a permanent resident, you will not qualify for some jobs that require security clearance.You must meet physical standards based on gender and age, height and weight or BMI in accord with federal regulations.No tattoos in neck face or hands. (Exceptions may apply, considered on case-by-case)Have US state driving license. (Optional)All of these minimum requirements are federal regulations. I have no control over them.Those who want to apply must first take the Armed Services Vocational Aptitude Battery (ASVAB), a test that helps to better understand your strengths and identify which Army jobs are best for you.The US Army has over 150 different jobs. One of those jobs is waiting for you.Please contact me atIf you have any questions, feel free to send them. Do not wait for tomorrow.For quicker hiring, process. Please text me at (818) 298-5850.Follow me on IG: armyrecruiter_sfcmatNote: Make sure to text me to schedule an appointment. Sincerely,Sergeant First Class MatUS Army Career Counselor/RecruiterWork Location:Multiple locationsWork RemotelyNoJob Types: Full-time, Part-timePay: $2,010.00 - $5,175.00 per monthBenefits:401(k)401(k) matchingDental insuranceEmployee assistance programEmployee discountFlexible scheduleFlexible spending accountHealth insuranceHealth savings accountLife insurancePaid time offParental leaveProfessional development assistanceReferral programRelocation assistanceRetirement planTuition reimbursementVision insuranceSchedule:8 hour shiftDay shiftMonday to FridaySupplemental Pay:Signing bonusApplication Question(s):Please read entire post , this position requires an enlistment into either the Army Reserves(Part Time) or Regular Army(Full Time). It is a federal position and has an age requirement of 17-34, what is your age?Education:High school or equivalent (Preferred)Work Location: Multiple Locations","Job Type","Office Clerk (will train)",,"$2,010 - $5,175 a month",,,"0:00:13.640797","https://www.indeed.com/viewjob?jk=d5f693e544363b56"
